mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_80251,OC1C2OC(=N)C1C2O,2.47511,1.66328,1.30832,3.3705,65.81,-0.2536,0.0171,0.2707,991.5939,0.125078,-474.999496,-474.991926,-474.990982,-475.031234,29.85
gdb_85244,CC1OC(=O)C2(C)OC12,2.73363,1.6302,1.1657,4.1919,68.48,-0.2598,-0.0075,0.2523,1068.8238,0.13474,-458.997787,-458.989438,-458.988494,-459.030535,31.159
gdb_55154,CC(=O)N1CC2CC2C1,3.46669,1.21671,1.01619,3.8274,79.72,-0.2305,0.0352,0.2657,1217.9822,0.172173,-403.183678,-403.175135,-403.174191,-403.21725,32.205
gdb_81110,CC1C2NC1(C=C2)C#N,2.5361,1.72915,1.26207,4.5176,77.15,-0.2412,-0.0184,0.2228,1017.8136,0.137263,-380.835939,-380.828335,-380.82739,-380.867754,30.035
gdb_58790,CC(C)C12CC1C(=O)N2,3.49397,1.09968,0.97416,4.0409,79.71,-0.2424,0.0123,0.2548,1279.6049,0.170289,-403.153271,-403.144313,-403.143369,-403.186876,34.387
gdb_58421,CC(O)C1(C)C(C)C1C,1.87657,1.30117,1.19367,1.3884,88.81,-0.2504,0.0709,0.3214,1307.4586,0.225963,-389.487054,-389.475521,-389.474576,-389.523022,42.781
gdb_35339,C#CC1CC23CC(O2)C13,3.73423,1.42133,1.27508,2.2659,80.23,-0.2267,0.0465,0.2732,1018.7944,0.134545,-384.521453,-384.514097,-384.513153,-384.552944,29.986
gdb_34941,N#CC1C2OC3(CC3)C12,2.93526,1.53035,1.23287,4.6678,73.3,-0.2484,0.027,0.2754,1023.6646,0.123907,-400.696533,-400.688987,-400.688043,-400.728667,29.11
gdb_50986,O=CCC1(CC#C)CN1,2.39652,1.16207,0.90143,2.4427,77.6,-0.2494,-0.0345,0.215,1307.6973,0.144875,-401.893415,-401.88382,-401.882876,-401.929219,34.367
gdb_98411,CCC(=O)C1(C)NC1C,2.19546,1.22671,1.02265,2.3862,83.06,-0.2327,-0.0113,0.2214,1339.0651,0.191258,-404.356813,-404.346094,-404.345149,-404.392842,38.757
gdb_22436,CC(C=O)C(=NO)C#C,2.16483,1.26036,0.88386,2.3896,77.24,-0.2467,-0.0538,0.193,1294.4714,0.119655,-437.81627,-437.806219,-437.805275,-437.852373,35.116
gdb_69632,OC12CC1C1(OC21)C#N,3.75993,1.19478,1.16322,4.8277,67.1,-0.2583,-0.0138,0.2446,1062.2291,0.099286,-436.604239,-436.596763,-436.595819,-436.636011,29.022
gdb_43893,N=C1OC2(CNC12)C#N,2.82789,1.51942,1.15642,2.8054,68.76,-0.2618,-0.0187,0.2431,1027.6965,0.101711,-432.832528,-432.825139,-432.824195,-432.864604,27.699
gdb_6206,CC1=CC(C)(O)CC1,3.62386,1.46119,1.33844,1.3668,77.76,-0.2335,0.0225,0.256,1045.3818,0.175792,-349.031028,-349.022185,-349.021241,-349.063856,33.597
gdb_55786,C1COC(=N1)CC(=O)N,4.45233,0.94818,0.79457,4.7994,70.46,-0.2398,0.0112,0.251,1384.0191,0.137021,-455.203268,-455.194523,-455.193578,-455.239114,30.773
gdb_60593,OC(C1CC1)C1CCC1,3.46375,0.92388,0.85246,1.5078,86.03,-0.2576,0.0724,0.33,1482.2027,0.205794,-388.264198,-388.254579,-388.253635,-388.2992,36.151
gdb_27716,C(#N)c1c(nc([nH]1)N)N,3.03658,1.30332,0.91366,5.1506,75.61,-0.193,-0.001,0.192,1182.4334,0.103575,-429.111057,-429.102686,-429.101742,-429.14374,31.255
gdb_86150,CC1OC(C)C(=O)C1C,2.03763,1.69042,1.14668,1.7057,78.07,-0.2416,-0.023,0.2186,1167.8528,0.180833,-424.264421,-424.254775,-424.253831,-424.298722,35.969
gdb_12066,CC1(CO)OC2CC12,3.96717,1.67264,1.49897,2.3566,66.98,-0.2392,0.0751,0.3143,905.952,0.152905,-384.896855,-384.889057,-384.888113,-384.928529,30.279
gdb_102432,CCC(OC)C#CC=O,2.84985,0.73688,0.60714,3.2836,85.0,-0.2675,-0.0634,0.2042,1820.2434,0.155345,-422.995585,-422.984667,-422.983722,-423.033183,36.497
gdb_108002,CCC12CC3C4C(C14)N23,3.59212,1.51806,1.36607,1.6445,80.97,-0.2191,0.0857,0.3047,1025.2061,0.17225,-365.930213,-365.922878,-365.921934,-365.961815,30.048
gdb_88015,CN1CC11COC11CC1,2.84425,1.34623,1.17203,1.7585,80.21,-0.2235,0.0718,0.2952,1157.5265,0.16953,-403.075817,-403.067122,-403.066177,-403.109056,33.357
gdb_67015,CC12C3N1CC2(C)C3=O,2.26721,1.72453,1.53192,2.7665,76.11,-0.2288,-0.0033,0.2255,996.8671,0.146501,-401.913476,-401.905081,-401.904137,-401.946161,31.763
gdb_50873,C1CC1OC(=O)NC=O,5.83797,0.77385,0.72053,4.9083,68.89,-0.264,-0.019,0.245,1534.3475,0.122969,-475.062854,-475.053915,-475.052971,-475.09812,30.99
gdb_278,COCC(C)O,6.31223,2.13733,1.91565,2.2037,53.61,-0.2581,0.0777,0.3359,711.2834,0.141325,-308.759135,-308.751467,-308.750523,-308.790567,26.669
gdb_120646,COCC1CC1(C)OC,4.34916,0.71602,0.67881,1.5142,84.48,-0.2458,0.0829,0.3287,1774.7231,0.202242,-425.390318,-425.379257,-425.378313,-425.426947,39.255
gdb_19206,C1CC2CCC1CC2,2.42716,2.3378,2.33759,0.0001,79.14,-0.2763,0.0677,0.344,835.4928,0.205965,-313.107632,-313.100788,-313.099844,-313.138587,28.266
gdb_121466,CCCN=C1COCO1,5.1132,0.70569,0.65431,1.255,79.63,-0.2523,0.0233,0.2755,1762.5094,0.170741,-440.296868,-440.287388,-440.286444,-440.333081,33.148
gdb_19211,C1OC2COC1CO2,2.72458,2.65892,2.59772,1.0308,58.93,-0.2548,0.0819,0.3367,691.8776,0.133721,-420.871693,-420.865663,-420.864719,-420.90183,23.699
gdb_99325,OCC(=O)OCC1CN1,4.18026,0.84074,0.76492,3.267,69.25,-0.2525,-0.0038,0.2487,1494.3159,0.146851,-476.218654,-476.209288,-476.208344,-476.253982,32.956
gdb_20214,C1=CC2C3C4C1C4C23,3.58194,3.14653,2.19378,0.6053,70.9,-0.2144,0.0273,0.2417,669.1956,0.133577,-309.418719,-309.413466,-309.412522,-309.447514,23.36
gdb_56346,CC(C)(C)N=C(C#N)N,2.94109,0.98552,0.88616,4.9869,84.55,-0.2563,-0.0362,0.2201,1402.9671,0.168091,-399.348288,-399.337581,-399.336636,-399.383501,39.497
gdb_25555,c1coc(=NCC=O)o1,7.01452,0.75113,0.68581,5.4799,66.42,-0.2303,-0.0186,0.2116,1519.3398,0.09897,-473.832417,-473.824194,-473.82325,-473.867833,28.123
gdb_26980,C#CCc1cc[nH]c1N,3.18374,1.24309,0.95878,1.319,80.54,-0.187,0.0492,0.2363,1208.3757,0.136412,-380.868416,-380.859541,-380.858597,-380.90214,33.459
gdb_36773,C#CCOCC1COC1,5.65092,0.62845,0.59374,1.9138,78.67,-0.2465,0.0279,0.2744,1837.1003,0.156873,-422.947531,-422.937804,-422.93686,-422.984017,33.63
gdb_15939,CCC12CCC1CC2,3.2777,1.70931,1.40062,0.1446,81.17,-0.2559,0.0794,0.3352,1014.3309,0.201082,-313.053618,-313.045326,-313.044382,-313.08694,31.861
gdb_22516,CC1(CCC1=NO)C=O,2.42459,1.15584,1.13631,2.2188,77.26,-0.2438,-0.0337,0.2102,1207.9405,0.144557,-439.045813,-439.036236,-439.035292,-439.080734,34.436
gdb_48432,C#CCCC1(CC1)C=O,3.60377,0.8062,0.72266,2.1748,82.73,-0.2542,-0.028,0.2262,1568.4635,0.156403,-385.858707,-385.849009,-385.848065,-385.893876,35.293
gdb_11991,CC1C2CC2C1(C)O,2.53827,2.11658,1.71284,1.173,74.09,-0.2411,0.0738,0.315,903.0004,0.175642,-348.979692,-348.971266,-348.970322,-349.011602,33.167
gdb_50004,O=CN1CC11CC2NC12,4.04428,1.08959,1.0504,4.9111,74.72,-0.2423,0.0046,0.2469,1174.1738,0.136091,-417.945107,-417.937317,-417.936373,-417.977832,29.414
gdb_9105,CC(=NC)OCC=O,4.99569,0.93356,0.79821,3.5862,68.73,-0.2539,-0.0283,0.2255,1392.9207,0.137779,-401.009844,-400.999867,-400.998923,-401.047051,32.248
gdb_87951,CC1=CC2(CC2O)OC1,3.25415,1.14169,0.96614,1.0325,81.33,-0.2052,0.0234,0.2286,1279.8898,0.157538,-423.012821,-423.003867,-423.002923,-423.046461,33.781
gdb_119202,CCOC1(CC1C)C#C,1.82113,1.37228,0.91704,0.8323,86.91,-0.2375,0.041,0.2785,1388.9128,0.178649,-387.041364,-387.030818,-387.029874,-387.07705,38.539
gdb_59465,CC(C)C1CC1C1CO1,2.76874,1.05253,0.9558,1.5964,86.07,-0.2611,0.0825,0.3437,1393.6923,0.204422,-388.262014,-388.252113,-388.251168,-388.297017,37.06
gdb_28968,Cc1c(cccn1)C#N,2.94247,1.53363,1.01447,3.3452,81.71,-0.2708,-0.0628,0.208,1102.6454,0.114479,-379.756278,-379.748521,-379.747577,-379.789062,28.275
gdb_74319,CC1=CN(C=O)C2CC12,2.92787,1.31833,0.97054,3.915,83.23,-0.2056,-0.004,0.2016,1216.7525,0.148232,-401.976047,-401.967925,-401.96698,-402.00876,30.919
gdb_54732,NC(=O)C1C2C3CC3N12,3.05188,1.43083,1.39769,2.5163,70.84,-0.2295,0.0221,0.2516,997.5727,0.136018,-417.937128,-417.929147,-417.928203,-417.969715,30.819
gdb_56414,CC(C#N)C#CCC#C,4.00248,0.63244,0.57767,3.6348,83.43,-0.2687,0.0118,0.2805,1867.3788,0.12134,-363.56061,-363.550504,-363.54956,-363.598208,34.823
gdb_37964,C1C2C3CCOCC1N23,2.62428,1.89422,1.39933,0.8995,77.55,-0.2246,0.0821,0.3067,981.4489,0.174549,-403.102094,-403.095067,-403.094122,-403.13319,29.097
gdb_28147,C1C=Cc2c1nc([nH]2)O,5.1045,1.26916,1.02284,1.6964,74.76,-0.1765,0.0,0.1765,1092.0875,0.115334,-416.853375,-416.84641,-416.845466,-416.88444,27.749
gdb_3680,Cc1conc1C,3.63878,3.24223,1.75178,3.228,58.85,-0.2498,0.0001,0.2499,704.7065,0.113283,-324.586663,-324.579808,-324.578864,-324.617459,24.335
gdb_49956,C1C(N1C=O)(C#N)C#N,2.56785,1.3173,1.00539,1.9959,66.65,-0.3028,-0.0602,0.2426,1119.4334,0.076041,-431.660959,-431.652677,-431.651733,-431.694437,28.4
gdb_118537,COCC(CO)CC#C,3.10265,0.79429,0.67684,2.3114,82.03,-0.2483,0.0517,0.3,1692.8163,0.178914,-424.17288,-424.161731,-424.160787,-424.209795,39.041
gdb_14831,CCC1COC1=NC,2.83531,1.6328,1.10487,1.9476,74.67,-0.2469,0.032,0.2788,1120.5859,0.164763,-365.06483,-365.055845,-365.0549,-365.098933,31.432
gdb_74582,CC1=CC2C3C1CC23O,3.967,1.313,1.18051,1.1271,80.48,-0.2038,0.0228,0.2266,1098.4744,0.159576,-385.864899,-385.857066,-385.856122,-385.896659,31.724
gdb_41051,C1CC23C4NC12C1C4N31,3.24632,2.14968,1.8996,1.4748,73.46,-0.2169,0.0538,0.2707,800.7275,0.138655,-380.721683,-380.715749,-380.714805,-380.751528,25.756
gdb_45673,C1C=C2CN=CN2C1=O,3.23247,1.69736,1.12841,2.9351,74.1,-0.2197,-0.0268,0.1929,1007.141,0.115128,-416.862952,-416.856146,-416.855202,-416.894308,26.162
gdb_108176,OCC12OC=NC1C2O,2.78768,1.45927,1.26897,0.9016,64.1,-0.2459,0.0078,0.2537,1024.9656,0.123971,-474.997947,-474.989618,-474.988673,-475.031191,30.459
gdb_18409,C1COCC2NC2C1,3.15933,2.11776,1.42572,1.3539,70.75,-0.2445,0.0733,0.3178,901.4877,0.168867,-365.039001,-365.032113,-365.031169,-365.069777,27.711
gdb_36661,N#CCOC1C2COC12,4.22347,0.9451,0.90095,5.0668,69.32,-0.2494,0.0093,0.2587,1290.524,0.123693,-437.824333,-437.816237,-437.815293,-437.858126,29.077
gdb_50974,O=CCC(NC=O)C#C,2.07576,1.24979,0.85923,4.2706,73.3,-0.2512,-0.0252,0.2261,1308.4888,0.120811,-437.878273,-437.868392,-437.867448,-437.914658,33.8
gdb_118251,COCC(O)CC1CO1,2.73774,0.79816,0.66908,3.3431,76.43,-0.2596,0.0661,0.3256,1725.7567,0.179755,-461.320482,-461.310019,-461.309075,-461.357134,36.688
gdb_73303,CC12CCC3(C)CC1C23,3.00648,1.47986,1.29799,0.1854,88.91,-0.2446,0.0913,0.3358,1121.1628,0.206962,-351.15409,-351.14574,-351.144796,-351.186067,34.508
gdb_131273,C(=N)Nc1nc([nH]n1)O,5.92548,0.95645,0.82352,2.87,67.68,-0.2108,0.0157,0.2265,1295.6897,0.103432,-466.211965,-466.204003,-466.203059,-466.245003,28.997
gdb_122764,CCCOCC(=O)C#N,6.02679,0.56014,0.51912,4.2339,76.2,-0.2839,-0.0865,0.1974,2064.6052,0.144068,-439.093434,-439.082991,-439.082047,-439.130575,34.795
gdb_99634,CCC(C#C)C1CN1C,2.29122,1.14648,0.8688,1.3069,88.62,-0.2248,0.049,0.2737,1435.2797,0.19159,-367.14856,-367.138064,-367.13712,-367.184163,38.563
gdb_44983,O=C1CC2(CC2O1)C#C,3.8181,1.21385,1.04728,3.5977,71.9,-0.2581,0.0011,0.2592,1114.4846,0.111842,-420.622195,-420.614591,-420.613647,-420.654344,29.397
gdb_84581,OC1C=CC2N=COC12,2.85389,1.86758,1.32742,0.6327,68.29,-0.2574,-0.0028,0.2546,935.7853,0.127161,-437.904376,-437.897514,-437.89657,-437.935705,27.058
gdb_54022,C(=O)N(C(=N)N)C(=N)N,2.23539,1.57068,1.02193,2.6967,70.03,-0.2441,-0.026,0.2181,1139.0044,0.125529,-467.427284,-467.418511,-467.417567,-467.461089,32.955
gdb_16021,C1CC12COCCO2,3.84954,1.88515,1.52679,0.1857,68.05,-0.2353,0.0915,0.3268,876.2474,0.155254,-384.920408,-384.913462,-384.912517,-384.951248,27.639
gdb_30298,OC1CNC2=C1N=CN2,3.08923,1.62451,1.16791,3.264,70.76,-0.1926,0.0333,0.2259,1016.2576,0.127951,-434.08223,-434.074821,-434.073877,-434.114141,28.5
gdb_90622,CC1OC2C1C1OC21C,4.15695,1.24014,1.1441,2.6195,75.36,-0.2373,0.0616,0.2989,1145.7461,0.157778,-422.966566,-422.958381,-422.957437,-422.998907,31.869
gdb_6764,CC(=O)COCCO,3.26028,1.45575,1.13602,2.932,65.78,-0.2403,-0.0378,0.2025,1083.6533,0.151769,-422.077472,-422.068364,-422.067419,-422.112062,32.035
gdb_28529,c1c(nc(c(n1)O)O)N,3.16647,1.45354,0.99712,2.5871,71.04,-0.1964,-0.027,0.1695,1096.0323,0.10286,-470.073027,-470.065495,-470.064551,-470.104695,29.598
gdb_20975,CN(C)c1cc[nH]n1,4.60546,1.62781,1.22991,1.3883,71.68,-0.1834,0.0355,0.2189,975.9484,0.143754,-360.053276,-360.045254,-360.044309,-360.085775,29.174
gdb_79126,OC1C2C3CC(=O)C2C13,4.84581,1.2137,1.10536,3.2459,72.72,-0.234,-0.0083,0.2257,1081.0035,0.137319,-421.804664,-421.797659,-421.796715,-421.835931,28.24
gdb_34105,N#CC12CN3C(CO1)C23,3.50193,1.57459,1.33921,3.8723,68.39,-0.2596,0.0036,0.2631,939.2317,0.114321,-416.761755,-416.755083,-416.754139,-416.792753,26.318
gdb_7574,NC1(C[NH2+]C1)C([O-])=O,3.02646,2.12602,1.54075,5.1344,60.52,-0.2436,0.0161,0.2597,840.7866,0.132183,-417.063636,-417.056215,-417.055271,-417.095137,28.278
gdb_57190,CC(C)(C)C([NH3+])C([O-])=O,2.29801,1.30901,1.03825,4.8492,77.54,-0.2495,0.0144,0.264,1261.3551,0.192683,-441.529161,-441.518818,-441.517874,-441.563919,39.385
gdb_44931,O=C1OC2CC1OC2=O,3.31435,1.5183,1.5146,4.4491,57.31,-0.2862,-0.0294,0.2568,887.4605,0.091255,-493.762533,-493.756352,-493.755408,-493.793262,24.062
gdb_42354,C#CCC(=O)C(=O)C#C,4.34623,0.90089,0.74956,0.8503,72.68,-0.2574,-0.1102,0.1472,1402.1854,0.083873,-419.371806,-419.362303,-419.361359,-419.407494,32.619
gdb_35448,C#CC1CC2OC12C#N,2.45632,1.47371,1.10462,4.152,73.62,-0.2734,-0.0106,0.2627,1086.0706,0.099375,-399.480495,-399.472587,-399.471643,-399.513158,29.433
gdb_120645,COCC1CC1(C)CO,4.43373,0.6865,0.65485,1.5781,84.18,-0.2488,0.073,0.3218,1802.6551,0.202943,-425.396693,-425.385603,-425.384658,-425.433344,39.466
gdb_35,CCC=O,26.14564,4.2893,4.12773,2.6741,35.83,-0.25,-0.0205,0.2295,333.3276,0.084175,-193.075202,-193.070116,-193.069171,-193.102798,15.954
gdb_34308,N#CC12CCC(CO1)C2,3.2695,1.45197,1.29981,5.1166,75.23,-0.2631,0.0207,0.2838,1020.7322,0.150549,-401.976352,-401.969148,-401.968204,-402.007841,28.831
gdb_63344,CC1(O)CC(=N)NC1=O,2.58946,1.45675,1.15881,1.3963,71.21,-0.2593,-0.0146,0.2447,1091.7565,0.1361,-455.207447,-455.198888,-455.197943,-455.24068,32.544
gdb_31179,CNc1c(nc[nH]1)C=O,2.69228,1.30805,0.88942,8.4379,78.16,-0.2048,-0.0183,0.1865,1251.0936,0.125101,-434.106105,-434.097474,-434.09653,-434.139839,30.86
gdb_2407,OC1C2NC1C2=O,6.86137,2.15424,2.04023,1.4526,51.04,-0.249,-0.0145,0.2345,628.2319,0.090997,-360.446475,-360.440915,-360.439971,-360.475677,21.34
gdb_62690,CC1(O)C2C3OC3C12C,2.42859,1.75368,1.30664,1.2661,75.47,-0.2231,0.0567,0.2798,1035.2619,0.15605,-422.940523,-422.931673,-422.930729,-422.973138,34.724
gdb_20276,C1C2C1C1C3OC1C23,5.34839,2.077,1.98569,2.119,66.29,-0.2293,0.0881,0.3173,718.3373,0.132858,-346.517376,-346.51206,-346.511116,-346.546397,23.056
gdb_67451,CC12C3CC1COC2C3,2.15666,1.86556,1.79946,1.6649,80.96,-0.2354,0.0805,0.3159,971.385,0.184369,-387.079213,-387.071555,-387.070611,-387.111001,31.005
gdb_129771,C1Cc2c(n[nH]c2N)C1,3.13763,1.51109,1.04724,3.1121,79.2,-0.1981,0.0352,0.2332,1125.8549,0.151758,-398.157718,-398.149853,-398.148908,-398.189903,30.421
gdb_25856,CC(=O)C1=COC(=N)O1,4.26109,1.11158,0.88648,5.4975,68.6,-0.241,-0.0679,0.1731,1230.8788,0.099433,-473.857222,-473.849027,-473.848083,-473.891085,28.952
gdb_44141,O=C1CC2C(C3CN3)N12,2.89919,1.48299,1.20106,3.0815,71.21,-0.2512,-0.018,0.2333,1048.7884,0.136671,-417.949051,-417.941321,-417.940377,-417.982026,29.166
gdb_125393,Cc1coc2n1ncn2,3.34202,1.82473,1.18901,3.8443,68.11,-0.2414,-0.0047,0.2367,962.3866,0.103905,-432.894711,-432.888004,-432.88706,-432.925892,25.258
gdb_89703,OC1CC2(CC1O2)C#N,3.697,1.25502,1.15355,3.4339,68.95,-0.2693,-0.0092,0.2601,1066.0287,0.125425,-437.871375,-437.86404,-437.863096,-437.903113,28.911
gdb_37492,C1C=C2C3OC4C3N1C24,3.94788,2.02206,1.71769,1.6452,73.22,-0.2124,-0.0494,0.163,796.5542,0.126353,-400.608338,-400.602755,-400.601811,-400.637829,24.615
gdb_122299,CCCCC12CC1OC2,4.72119,0.66706,0.6428,1.9816,86.29,-0.2281,0.0751,0.3031,1845.7804,0.204912,-388.253393,-388.243699,-388.242755,-388.288805,35.934
gdb_45406,O=C1OC2COC12C#C,2.33739,1.81348,1.27648,4.0447,65.19,-0.2667,-0.0335,0.2333,969.015,0.087745,-456.512529,-456.505108,-456.504164,-456.544612,27.5
gdb_106348,OCC12CC(C1)(C2)C=O,4.9183,0.90151,0.87279,3.4348,78.05,-0.2435,-0.0245,0.219,1352.0261,0.158152,-422.97978,-422.970899,-422.969955,-423.013884,32.734
gdb_112427,CCC1NC(=O)CC1C,1.94245,1.45323,0.92615,3.9727,82.6,-0.2346,0.0385,0.2732,1337.7249,0.195068,-404.411611,-404.402149,-404.401205,-404.44584,35.915
gdb_79407,CN1C2C3CC2(C)C13C,2.15182,1.70154,1.53527,1.1778,87.23,-0.2009,0.086,0.2869,1069.0613,0.192345,-367.127624,-367.118439,-367.117495,-367.160716,35.725
gdb_1419,OC(CC=O)C#C,6.20149,1.37611,1.17249,3.1219,56.73,-0.2501,-0.0291,0.221,939.2042,0.098184,-344.417597,-344.4096,-344.408656,-344.450338,27.355
gdb_51687,N=C1CCC(CC=O)O1,3.38241,0.97295,0.82115,2.5621,74.05,-0.2545,-0.0304,0.2241,1380.4158,0.147572,-439.119511,-439.110845,-439.109901,-439.154206,31.139
gdb_14250,CC1NC2C1OC2=O,4.12493,1.75472,1.59606,4.8787,60.68,-0.241,0.0019,0.2429,838.1239,0.119521,-399.791074,-399.784213,-399.783269,-399.822168,25.866
gdb_44484,O=C1CN2C3CC2C1C3,3.65196,1.60372,1.47724,2.6275,74.28,-0.2227,-0.0142,0.2086,929.8762,0.151391,-401.947397,-401.94111,-401.940166,-401.977854,26.666
gdb_41369,C1NC23COC12C=CC3,2.50687,1.91852,1.83055,2.6597,74.82,-0.2217,0.0056,0.2273,888.2635,0.149903,-401.894055,-401.887187,-401.886242,-401.924983,28.273
gdb_64528,CC1(C=O)C2C3CN2C13,3.95411,1.32309,1.13098,3.5082,76.8,-0.2316,-0.0249,0.2067,1089.7663,0.146756,-401.855223,-401.847412,-401.846468,-401.887482,30.13
gdb_97037,CN=C1NCC(=O)C1O,3.01024,1.28236,0.94228,4.0959,72.33,-0.233,-0.0434,0.1896,1220.0224,0.134538,-455.159789,-455.150546,-455.149602,-455.194201,32.941
gdb_57731,CC(C)(C=O)OCC=O,3.7558,0.74824,0.72518,1.2105,72.9,-0.2592,-0.0359,0.2233,1589.293,0.152758,-460.170347,-460.159289,-460.158344,-460.209685,37.13
gdb_95799,CC1CCCC(O)C1C,2.12271,1.44438,1.02967,1.4217,88.0,-0.2579,0.0729,0.3307,1294.8608,0.230112,-389.520595,-389.510849,-389.509905,-389.554207,38.623
gdb_34216,N#CC12CC3CC1C2C3,3.68583,1.36618,1.34854,4.716,79.91,-0.2714,0.0377,0.3091,1013.0321,0.151863,-364.850243,-364.843602,-364.842658,-364.881118,27.563
gdb_124109,CC#Cc1c(nn[nH]1)C,3.485,0.97003,0.76605,4.9525,85.97,-0.2292,-0.023,0.2062,1456.2581,0.123915,-396.922853,-396.913547,-396.912603,-396.959962,31.474
gdb_70258,CC12CC1CC(N2)C#N,3.61204,1.12748,0.98147,4.5752,79.91,-0.2335,0.028,0.2615,1238.3751,0.160899,-382.07767,-382.069384,-382.06844,-382.110347,32.213
gdb_109359,CCC1=CCCOC1=O,2.78486,1.36107,0.99074,4.38,79.0,-0.2603,-0.0409,0.2194,1228.0618,0.160098,-423.082966,-423.074351,-423.073407,-423.116441,32.114
gdb_37467,C1OC2C3NC3C3C1C23,2.77714,2.14428,1.79718,2.4774,72.74,-0.22,0.0637,0.2837,843.1381,0.151958,-401.901154,-401.895152,-401.894208,-401.931157,26.122
gdb_110349,CC1C2C(CO)C2C1C,2.1293,1.29742,1.20669,2.0249,85.28,-0.2476,0.0708,0.3184,1233.703,0.205448,-388.253598,-388.243737,-388.242793,-388.288006,37.356
gdb_41898,C1CC2CCC1COC2,2.04383,1.89681,1.66491,1.1808,83.14,-0.2445,0.0663,0.3107,1015.1547,0.211055,-388.311646,-388.303968,-388.303024,-388.344016,31.301
gdb_47031,N=C1CC2OCC2CO1,3.62733,1.34621,1.06978,3.2702,72.71,-0.2527,0.0241,0.2767,1108.8319,0.150461,-439.081779,-439.074433,-439.073489,-439.113927,28.514
gdb_8046,CC12CC(O1)C2C#C,3.58485,1.84995,1.52047,1.897,71.49,-0.2397,0.0391,0.2788,875.8919,0.128436,-346.506555,-346.499036,-346.498092,-346.537967,29.077
gdb_25268,c1cn2c(n1)CCC2=O,3.15259,1.77671,1.15242,1.4421,72.49,-0.2393,-0.0362,0.2032,989.7891,0.116146,-416.891339,-416.884634,-416.88369,-416.922858,25.556
gdb_109474,COC1C(=O)CN=C1N,2.14888,1.74025,0.99933,2.5572,70.92,-0.2266,-0.033,0.1936,1154.3896,0.135678,-455.163755,-455.154935,-455.153991,-455.197502,32.287
gdb_113937,COC1CC1OC(C)C,3.25272,0.82987,0.75128,1.6018,84.39,-0.2291,0.0813,0.3104,1658.8145,0.202043,-425.390333,-425.379496,-425.378551,-425.426988,39.061
gdb_105931,OCC12C3C1C1C3OC21,3.29993,1.61535,1.38309,2.6246,69.95,-0.2447,0.0739,0.3186,953.6024,0.136627,-421.731414,-421.724385,-421.723441,-421.763122,27.912
gdb_95178,CC1CCN2CC2C1=O,2.12687,1.79905,1.28306,2.7333,78.77,-0.23,-0.0223,0.2078,1070.4547,0.172184,-403.148965,-403.14067,-403.139725,-403.181828,32.132
gdb_39652,C1OCC1N1C2CC1C2,4.37125,1.10558,1.02201,2.3823,79.64,-0.2183,0.0805,0.2988,1215.5945,0.172112,-403.035101,-403.027533,-403.026589,-403.067633,29.702
gdb_106337,CCC12CC(C1)(O2)C#N,4.61752,0.98082,0.93854,4.9294,78.33,-0.26,-0.0025,0.2575,1294.8721,0.146513,-401.90256,-401.893991,-401.893047,-401.935906,32.228
gdb_87838,CN1CC11CC2CC12O,2.80782,1.40025,1.1958,0.9133,79.81,-0.2202,0.0793,0.2994,1130.4949,0.169811,-403.080709,-403.071986,-403.071041,-403.113567,34.119
gdb_59205,CN(C)C1C2NC1C2O,3.03199,1.22465,1.00618,1.7893,80.62,-0.1951,0.0706,0.2656,1253.5327,0.182425,-420.305561,-420.296487,-420.295543,-420.339253,34.764
gdb_55186,NC(=O)N1CC2OCC12,3.33794,1.35594,1.1196,3.254,69.01,-0.2395,0.0474,0.2869,1085.6693,0.137303,-455.137819,-455.129868,-455.128924,-455.170705,29.869
gdb_36133,N#CCC12NC1CC=C2,4.07206,1.10637,0.99036,4.6321,77.46,-0.2479,0.0018,0.2497,1198.1305,0.137307,-380.866678,-380.858915,-380.85797,-380.899424,29.686
gdb_44701,O=C1CC2CC(=O)CC12,2.94243,1.36392,1.1565,3.6948,71.63,-0.2471,-0.038,0.2091,1082.1411,0.13575,-421.86796,-421.860283,-421.859339,-421.901304,29.191
gdb_80177,CC1C2CC(=O)N(C)C12,2.37382,1.5735,1.31405,3.5705,79.3,-0.225,0.0334,0.2584,1085.2507,0.171755,-403.186592,-403.177804,-403.17686,-403.21998,32.992
gdb_86992,OC1CC(C1)OCC#N,3.40608,0.91664,0.77458,3.9332,72.45,-0.265,0.0078,0.2728,1438.0761,0.146296,-439.065666,-439.056499,-439.055555,-439.100864,33.084
gdb_132302,NC1=CC(F)=NC(=N)O1,2.14044,1.81052,0.98106,5.6053,67.24,-0.2201,-0.0341,0.186,1081.6214,0.089457,-494.077948,-494.070368,-494.069424,-494.110201,28.483
gdb_117231,CCOC(=N)C1CN1C,2.44463,1.10804,0.91292,1.2148,82.22,-0.2313,0.0165,0.2477,1397.9299,0.181417,-420.384272,-420.37421,-420.373265,-420.419971,36.172
gdb_130419,C#Cc1nc(on1)CN,4.3078,1.00542,0.82663,2.3852,72.63,-0.2538,-0.0457,0.2081,1319.1445,0.10075,-432.823363,-432.815057,-432.814113,-432.857026,29.537
